branch,name,slug,cid,parent,nest
Business Services Providers,Tax Credit Providers,/categories/tax-credit-providers,1005092,Business Finance  Providers,1
Business Services Providers,Tax Services Providers,/categories/tax-services,801,Business Finance  Providers,1
Business Services Providers,Business Plan Consulting Providers,/categories/business-plan-consulting,1701,Business Services Providers,0
Business Services Providers,Business Travel Management Services Providers,/categories/business-travel-management-services,2042,Business Services Providers,0
Business Services Providers,Contact Center Consulting Providers,/categories/contact-center-consulting,2264,Business Services Providers,0
Business Services Providers,Customer Success Training Providers,/categories/customer-success-training,1899,Business Services Providers,0
Business Services Providers,Data Center Infrastructure Providers,/categories/data-center-infrastructure,1791,Business Services Providers,0
Business Services Providers,Energy Consulting Providers,/categories/energy-consulting,1916,Business Services Providers,0
Business Services Providers,Expert Networks,/categories/expert-networks,2592,Business Services Providers,0
Business Services Providers,Global Hiring Services Provider,/categories/global-hiring-services,1009196,Business Services Providers,0
Business Services Providers,HR Services Providers,/categories/hr-services,802,Business Services Providers,0
Business Services Providers,AI Bias Audit Services,/categories/ai-bias-audit-services,1009758,HR Services Providers,1
Business Services Providers,Benefits Consulting Providers,/categories/benefits-consulting,803,HR Services Providers,1
Business Services Providers,Corporate Wellness Consulting Providers,/categories/corporate-wellness-consulting,1718,HR Services Providers,1
Business Services Providers,Diversity & Inclusion Consulting Firms,/categories/diversity-inclusion-consulting,1742,HR Services Providers,1
Business Services Providers,Health & Safety Providers,/categories/health-safety,805,HR Services Providers,1
Business Services Providers,HR Analytics Consulting Providers,/categories/hr-analytics-consulting,1643,HR Services Providers,1
Business Services Providers,HR Consulting Providers,/categories/hr-consulting,804,HR Services Providers,1
Business Services Providers,Leadership Training Companies,/categories/leadership-training,1629,HR Services Providers,1
Business Services Providers,Negotiation Training Providers,/categories/negotiation-training,1961,HR Services Providers,1
Business Services Providers,Other HR Services Providers,/categories/other-hr-services,806,HR Services Providers,1
Business Services Providers,Outplacement Providers,/categories/outplacement,1973,HR Services Providers,1
Business Services Providers,Payroll Services,/categories/payroll-services,807,HR Services Providers,1
Business Services Providers,Relocation Management Services,/categories/relocation-management-services,1547,HR Services Providers,1
Business Services Providers,Training & Development Companies,/categories/training-development,808,HR Services Providers,1
Business Services Providers,Internet Service Providers (ISPs),/categories/internet-service-providers-isps,1757,Business Services Providers,0
Business Services Providers,Legal Services Providers,/categories/legal-services,809,Business Services Providers,0
Business Services Providers,Corporate Law Firms,/categories/corporate-law-firms,810,Legal Services Providers,1
Business Services Providers,Court Reporting Services,/categories/court-reporting-services,1008833,Legal Services Providers,1
Business Services Providers,Intellectual Property (IP) Law Firms,/categories/intellectual-property-ip-law,811,Legal Services Providers,1
Business Services Providers,Other Legal Services Providers,/categories/other-legal-services,812,Legal Services Providers,1
Business Services Providers,Managed Print Services,/categories/managed-print-services,1314,Business Services Providers,0
Business Services Providers,Management Consulting Providers,/categories/management-consulting,174,Business Services Providers,0
Business Services Providers,Nonprofit Consulting Providers,/categories/nonprofit-consulting,1980,Business Services Providers,0
Business Services Providers,Outsourced Sales Companies,/categories/outsourced-sales-providers,2381,Business Services Providers,0
Business Services Providers,Revenue Operations Services,/categories/revenue-operations-services,1523,Business Services Providers,0
Business Services Providers,Sales Consultants,/categories/sales-consulting,1074,Business Services Providers,0
Business Services Providers,Sales Training Companies,/categories/sales-training,1895,Business Services Providers,0
Business Services Providers,Supply Chain Consulting Firms,/categories/supply-chain-consulting-firms,1511,Business Services Providers,0
Business Services Providers,Virtual Receptionist Services Providers,/categories/virtual-receptionist-services,2035,Business Services Providers,0
Business Services Providers,Win-Loss Analysis Services Providers,/categories/win-loss-analysis-services,2097,Business Services Providers,0
CAD & PLM Software,Additive Manufacturing Software,/categories/additive-manufacturing,1696,CAD & PLM Software,0
CAD & PLM Software,BIM Objects Software,/categories/bim-objects,2340,CAD & PLM Software,0
CAD & PLM Software,CAD Software,/categories/cad,185,CAD & PLM Software,0
CAD & PLM Software,3D Parts Catalog Software,/categories/3d-parts-catalog,1572,CAD Software,1
CAD & PLM Software,Building Design and Building Information Modeling (BIM) Software,/categories/building-design-and-building-information-modeling-bim,292,CAD Software,1
CAD & PLM Software,CAD Data Exchange Software,/categories/cad-data-exchange,1648,CAD Software,1
CAD & PLM Software,CAD Libraries,/categories/cad-libraries,1573,CAD Software,1
CAD & PLM Software,CAD Viewers,/categories/cad-viewers,1957,CAD Software,1
CAD & PLM Software,Civil Engineering Design Software,/categories/civil-engineering-design,294,CAD Software,1
CAD & PLM Software,General-Purpose CAD Software,/categories/general-purpose-cad,291,CAD Software,1
CAD & PLM Software,Mechanical Computer-aided Design (MCAD) Software,/categories/mechanical-computer-aided-design-mcad,293,CAD Software,1
CAD & PLM Software,MEP Software,/categories/mep,1654,CAD Software,1
CAD & PLM Software,Other CAD Software,/categories/other-cad,296,CAD Software,1
CAD & PLM Software,PCB Design Software,/categories/pcb-design,1959,CAD Software,1
CAD & PLM Software,Sketching Software,/categories/sketching,295,CAD Software,1
CAD & PLM Software,Solar Design Software,/categories/solar-design,1006384,CAD Software,1
CAD & PLM Software,Systems Engineering & MBSE Tools,/categories/systems-engineering-and-mbse,2489,CAD Software,1
CAD & PLM Software,Computer-Aided Manufacturing (CAM) Software,/categories/computer-aided-manufacturing-cam,1371,CAD & PLM Software,0
CAD & PLM Software,Engineering Document Management Software,/categories/engineering-document-management,1003770,CAD & PLM Software,0
CAD & PLM Software,GIS Software,/categories/gis,362,CAD & PLM Software,0
CAD & PLM Software,Photogrammetry Software,/categories/photogrammetry,2096,CAD & PLM Software,0
CAD & PLM Software,Plant Design Management Systems Software,/categories/plant-design-management-systems,1010386,CAD & PLM Software,0
CAD & PLM Software,Product Data Management (PDM) Software,/categories/product-data-management-pdm,1697,CAD & PLM Software,0
CAD & PLM Software,Product Lifecycle Management (PLM) Software,/categories/product-lifecycle-management-plm,184,CAD & PLM Software,0
CAD & PLM Software,Robotic Simulation Software,/categories/robotic-simulation-software,1012172,CAD & PLM Software,0
CAD & PLM Software,Simulation & CAE Software,/categories/simulation-cae,901,CAD & PLM Software,0
CAD & PLM Software,Urban Planning and Design Software,/categories/urban-planning-and-design,2032,CAD & PLM Software,0
Collaboration & Productivity Software,Team Collaboration Software,/categories/team-collaboration,15,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Collaborative Whiteboard Software,/categories/collaborative-whiteboard,1658,Team Collaboration Software,1
Collaboration & Productivity Software,Employee Intranet Software,/categories/employee-intranet,1192,Team Collaboration Software,1
Collaboration & Productivity Software,Screen Sharing Software,/categories/screen-sharing,1854,Team Collaboration Software,1
Collaboration & Productivity Software,Virtual Workspaces,/categories/virtual-workspaces,1601,Team Collaboration Software,1
Collaboration & Productivity Software,Visual Collaboration Platforms,/categories/visual-collaboration-platforms,2254,Team Collaboration Software,1
Collaboration & Productivity Software,Other Collaboration Software,/categories/other-collaboration,647,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Agentic AI Browser Software,/categories/agentic-ai-browser,1014155,Collaboration & Productivity Software,0
Collaboration & Productivity Software,AI Meeting Assistants Software,/categories/ai-meeting-assistants,1006979,Collaboration & Productivity Software,0
Collaboration & Productivity Software,AI Presentation Tools,/categories/ai-presentation-tools,1013627,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Audio Conferencing Software,/categories/audio-conferencing,1116,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Board Management Software,/categories/board-management,1090,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Bookmark Manager Software,/categories/bookmark-manager,1582,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Browsers,/categories/browsers,112,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Business Scheduling Software,/categories/business-scheduling,2875,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Calendar Software,/categories/calendar-software,147,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Cloud PBX Platforms Software,/categories/cloud-pbx-platforms,1008799,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Collaborative Research Writing Tools Software,/categories/collaborative-research-writing-tools,1013428,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Decision-Making Software,/categories/decision-making,1994,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Digital Adoption Platforms,/categories/digital-adoption-platform,1561,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Document Creation Software,/categories/document-creation,237,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Document Generation Software,/categories/document-generation,1120,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Document Scanning Software,/categories/document-scanning,1620,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Email Software,/categories/email,44,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Email Client Software,/categories/email-client,1965,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Email Management Software,/categories/email-management,2836,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Email Verification Software,/categories/email-verification,1319,Collaboration & Productivity Software,0
Collaboration & Productivity Software,File Converter Software,/categories/file-converter,1706,Collaboration & Productivity Software,0
Collaboration & Productivity Software,File Reader Software,/categories/file-reader,1655,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Flexible Workspace Management Software,/categories/flexible-workspace-management,1009890,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Hackathon Software,/categories/hackathon-software,1011083,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Handwritten Notes Software,/categories/handwritten-notes,1369,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Idea Management Software,/categories/idea-management,239,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Internal Communications Software,/categories/internal-communications,1526,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Business Instant Messaging Software,/categories/business-instant-messaging,2174,Internal Communications Software,1
Collaboration & Productivity Software,Employee Communications Software,/categories/employee-communications,2181,Internal Communications Software,1
Collaboration & Productivity Software,Enterprise Social Networking (ESN) Software,/categories/enterprise-social-networking-esn,1007177,Internal Communications Software,1
Collaboration & Productivity Software,Frontline Worker Communication Platforms Software,/categories/frontline-worker-communication-platforms,1007772,Internal Communications Software,1
Collaboration & Productivity Software,Internal Newsletter Software,/categories/internal-newsletter-software,1007773,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Meeting Management Software,/categories/meeting-management,871,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Mind Mapping Software,/categories/mind-mapping-software,1963,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Noise Cancellation Software,/categories/noise-cancellation,2876,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Note-Taking Software,/categories/note-taking-software,652,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Objectives and Key Results (OKR) Software,/categories/objectives-and-key-results-okr,2061,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Office Suites Software,/categories/office-suites,198,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Online Appointment Scheduling Software,/categories/online-appointment-scheduling,269,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Online Fax Software,/categories/online-fax,1466,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Other Email Software,/categories/other-email,644,Collaboration & Productivity Software,0
Collaboration & Productivity Software,PDF Editors,/categories/pdf-editor,1660,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Plagiarism Checker Software,/categories/plagiarism-checker,2374,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Presentation Software,/categories/presentation-software,345,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Presentation Management Software,/categories/presentation-management,1010452,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Productivity Bots Software,/categories/productivity-bots,1122,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Push-To-Talk (PTT) Software,/categories/push-to-talk-ptt,1849,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Screen and Video Capture Software,/categories/screen-and-video-capture,172,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Shared Inbox Software,/categories/shared-inbox,1905,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Social Network Platforms,/categories/social-networks,149,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Spreadsheets Software,/categories/spreadsheets,645,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Survey Software,/categories/survey,28,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Text Expanders Software,/categories/text-expanders,1009493,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Transcription Software,/categories/transcription,2358,Collaboration & Productivity Software,0
Collaboration & Productivity Software,UCaaS Platforms,/categories/ucaas-platforms,1771,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Unified Workspaces Software,/categories/unified-workspaces,2250,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Variable Data Printing (VDP) Software,/categories/variable-data-printing-vdp,2377,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Video Communications Software,/categories/video-communications,1002912,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Video Conferencing Software,/categories/video-conferencing,19,Collaboration & Productivity Software,0
Collaboration & Productivity Software,Video Email Software,/categories/video-email,2486,Collaboration & Productivity Software,0
Collaboration & Productivity Software,VoIP Providers,/categories/voip-providers,118,Collaboration & Productivity Software,0
Commerce Software,Consumer Goods Software,/categories/consumer-goods-software,1007706,Commerce Software,0
Commerce Software,Retail Execution Software,/categories/retail-execution,1964,Consumer Goods Software,1
Commerce Software,Trade Promotion Management Software,/categories/trade-promotion-management,1405,Consumer Goods Software,1
Commerce Software,E-Commerce Software,/categories/e-commerce,33,Commerce Software,0
Commerce Software,Catalog Management Software,/categories/catalog-management,132,E-Commerce Software,1
Commerce Software,E-Commerce Platforms,/categories/e-commerce-platforms,34,E-Commerce Software,1
Commerce Software,E-Commerce Tools,/categories/e-commerce-tools,361,E-Commerce Software,1
Commerce Software,E-commerce Fraud Protection Software,/categories/e-commerce-fraud-protection,368,E-Commerce Software,1
Commerce Software,E-Merchandising Software,/categories/e-merchandising,566,E-Commerce Software,1
Commerce Software,Multichannel Retail Software,/categories/multichannel-retail,359,E-Commerce Software,1
Commerce Software,Review Management Software,/categories/review-management-software,96,E-Commerce Software,1
Commerce Software,Subscription Management Software,/categories/subscription-management,81,E-Commerce Software,1
Commerce Software,Age Verification Software,/categories/age-verification,2349,E-Commerce Software,1
Commerce Software,Brand Protection Software,/categories/brand-protection,1836,E-Commerce Software,1
Commerce Software,Conversational Commerce Platforms,/categories/conversational-commerce-platforms,1011017,E-Commerce Software,1
Commerce Software,Drop Shipping Software,/categories/drop-shipping,1891,E-Commerce Software,1
Commerce Software,E-Commerce Analytics Software,/categories/e-commerce-analytics,1649,E-Commerce Software,1
Commerce Software,E-Commerce Personalization Software,/categories/e-commerce-personalization,1528,E-Commerce Software,1
Commerce Software,E-Commerce Search Software,/categories/e-commerce-search,2428,E-Commerce Software,1
Commerce Software,Live Commerce Software,/categories/live-commerce,1004199,E-Commerce Software,1
Commerce Software,Marketplace Software,/categories/marketplace,1710,E-Commerce Software,1
Commerce Software,Merchant of Record Software,/categories/merchant-of-record,1009163,E-Commerce Software,1
Commerce Software,Mobile E-Commerce Software,/categories/mobile-e-commerce,1634,E-Commerce Software,1
Commerce Software,Online Marketplace Optimization Tools,/categories/online-marketplace-optimization-tools,1633,E-Commerce Software,1
Commerce Software,Print On Demand Software,/categories/print-on-demand,2499,E-Commerce Software,1
Commerce Software,Product Information Management (PIM) Systems,/categories/product-information-management-pim,412,E-Commerce Software,1
Commerce Software,Shopping Cart Software,/categories/shopping-cart,263,E-Commerce Software,1
Commerce Software,Social Commerce Platforms,/categories/social-commerce-platforms,1002945,E-Commerce Software,1
Commerce Software,Subscription Analytics Software,/categories/subscription-analytics,1331,E-Commerce Software,1
Commerce Software,Subscription Billing Software,/categories/subscription-billing,1545,E-Commerce Software,1
Commerce Software,Subscription Revenue Management Software,/categories/subscription-revenue-management,1362,E-Commerce Software,1
Commerce Software,Usage-based Billing Software,/categories/usage-based-billing-software,1009460,E-Commerce Software,1
Commerce Software,Virtual Fitting Software,/categories/virtual-fitting,2105,E-Commerce Software,1
Commerce Software,Visual Product Customization Software,/categories/visual-product-customization,1590,E-Commerce Software,1
Commerce Software,Omnichannel Commerce Software,/categories/omnichannel-commerce,2113,Commerce Software,0
Commerce Software,Payment Software,/categories/payment,2046,Commerce Software,0
Commerce Software,Payment Gateways,/categories/payment-gateways,95,Payment Software,1
Commerce Software,Embedded Payments Software,/categories/embedded-payments,1007376,Payment Software,1
Commerce Software,Failed Payment Recovery Software,/categories/failed-payment-recovery,1010287,Payment Software,1
Commerce Software,Installment Payment and Buy Now Pay Later (BNPL) Software,/categories/installment-payment-and-buy-now-pay-later-bnpl,1578,Payment Software,1
Commerce Software,Payment Analytics Software,/categories/payment-analytics,1787,Payment Software,1
Commerce Software,Payment Card Issuance Software,/categories/payment-card-issuance,2594,Payment Software,1
Commerce Software,Payment Processing Software,/categories/payment-processing,1975,Payment Software,1
Commerce Software,Payments Orchestration Software,/categories/payments-orchestration,2834,Payment Software,1
Commerce Software,POS Software,/categories/pos,92,Commerce Software,0
Commerce Software,Retail POS Systems,/categories/retail-pos,1111,POS Software,1
Commerce Software,Retail Software,/categories/retail,1026,Commerce Software,0
Commerce Software,Other Retail Software,/categories/other-retail,1028,Retail Software,1
Commerce Software,Rebate Management Software,/categories/rebate-management,1007078,Retail Software,1
Commerce Software,Retail Analytics Software,/categories/retail-analytics,1768,Retail Software,1
Commerce Software,Retail Assortment Planning Software,/categories/retail-assortment-planning,1453,Retail Software,1
Commerce Software,Retail Distributed Order Management Systems,/categories/retail-distributed-order-management-systems,1480,Retail Software,1
Commerce Software,Retail Intelligence Software,/categories/retail-intelligence,2501,Retail Software,1
Commerce Software,Retail IoT Software,/categories/retail-iot,2312,Retail Software,1
Commerce Software,Retail Management Software,/categories/retail-management-software,363,Retail Software,1
Commerce Software,Retail Pricing Software,/categories/retail-pricing,1767,Retail Software,1
Commerce Software,Retail Space Planning Software,/categories/retail-space-planning,2261,Retail Software,1
Commerce Software,Retail Task Management Software,/categories/retail-task-management,1324,Retail Software,1
Content Management Systems,Brand Asset Management Software,/categories/brand-asset-management,1005922,Content Management Systems,0
Content Management Systems,Client Portal Software,/categories/client-portal,2232,Content Management Systems,0
Content Management Systems,Cloud Content Collaboration Software,/categories/cloud-content-collaboration,236,Content Management Systems,0
Content Management Systems,CMS Tools,/categories/cms-tools,491,Content Management Systems,0
Content Management Systems,Commenting Systems,/categories/commenting-systems,1591,Content Management Systems,0
Content Management Systems,Component Content Management Systems,/categories/component-content-management-systems,1570,Content Management Systems,0
Content Management Systems,Content Moderation Tools Software,/categories/content-moderation-tools,1007508,Content Management Systems,0
Content Management Systems,Design Systems Software,/categories/design-systems,2751,Content Management Systems,0
Content Management Systems,Desktop Search Software,/categories/desktop-search,1363,Content Management Systems,0
Content Management Systems,Digital Asset Management Software,/categories/digital-asset-management,260,Content Management Systems,0
Content Management Systems,Digital Experience Orchestration (DXO) Platforms Software,/categories/digital-experience-orchestration-dxo-platforms,1009725,Content Management Systems,0
Content Management Systems,Digital Experience Platforms (DXP),/categories/digital-experience-platforms-dxp,1414,Content Management Systems,0
Content Management Systems,Digital Rights Management (DRM) Software,/categories/digital-rights-management-drm,2390,Content Management Systems,0
Content Management Systems,Document Management Software,/categories/document-management,1005458,Content Management Systems,0
Content Management Systems,Enterprise Content Management (ECM) Systems,/categories/enterprise-content-management-ecm,199,Content Management Systems,0
Content Management Systems,File Migration Software,/categories/file-migration,1162,Content Management Systems,0
Content Management Systems,Headless CMS Software,/categories/headless-cms,1205,Content Management Systems,0
Content Management Systems,Image Optimization Software,/categories/image-optimization,2545,Content Management Systems,0
Content Management Systems,Knowledge Management Software,/categories/knowledge-management,1043,Content Management Systems,0
Content Management Systems,IT Documentation Software,/categories/it-documentation,1010551,Knowledge Management Software,1
Content Management Systems,Knowledge Base Software,/categories/knowledge-base-software,2038,Knowledge Management Software,1
Content Management Systems,Q&A Platforms,/categories/q-a-platforms,1969,Knowledge Management Software,1
Content Management Systems,Standard Operating Procedures Software,/categories/standard-operating-procedures,2039,Knowledge Management Software,1
Content Management Systems,Work Instructions Software,/categories/work-instructions,1915,Knowledge Management Software,1
Content Management Systems,Label and Artwork Management Software,/categories/label-and-artwork-management,1008932,Content Management Systems,0
Content Management Systems,Live Blog Software,/categories/live-blog,2692,Content Management Systems,0
Content Management Systems,Localization Software,/categories/localization,129,Content Management Systems,0
Content Management Systems,Computer-Assisted Translation Software,/categories/computer-assisted-translation,560,Localization Software,1
Content Management Systems,Machine Translation Software,/categories/machine-translation,559,Localization Software,1
Content Management Systems,Other Translation Software,/categories/other-translation,2332,Localization Software,1
Content Management Systems,Website Translation Tools,/categories/website-translation-tools,2342,Localization Software,1
Content Management Systems,Markup Software,/categories/markup-software,1008700,Content Management Systems,0
Content Management Systems,Mobile Forms Automation Software,/categories/mobile-forms-automation,1044,Content Management Systems,0
Content Management Systems,OCR Software,/categories/ocr,1354,Content Management Systems,0
Content Management Systems,Online Form Builder Software,/categories/online-form-builder,1253,Content Management Systems,0
Content Management Systems,Online Proofing Software,/categories/online-proofing,1327,Content Management Systems,0
Content Management Systems,Other Content Software,/categories/other-content,1006483,Content Management Systems,0
Content Management Systems,Translation Management Software,/categories/translation-management,561,Content Management Systems,0
Content Management Systems,User-Generated Content Platforms,/categories/user-generated-content-platforms,1316,Content Management Systems,0
Content Management Systems,Video CMS Software,/categories/video-cms,1233,Content Management Systems,0
Content Management Systems,Virtual Data Room Software,/categories/virtual-data-room-vdr,1123,Content Management Systems,0
Content Management Systems,Web Accessibility Software,/categories/web-accessibility,2247,Content Management Systems,0
Content Management Systems,AI Accessibility Tools Software,/categories/ai-accessibility-tools,1013957,Web Accessibility Software,1
Content Management Systems,Digital Accessibility Platforms,/categories/Digital-accessibility-platforms,2693,Web Accessibility Software,1
Content Management Systems,Digital Accessibility Tools,/categories/digital-accessibility-tools,2694,Web Accessibility Software,1
Content Management Systems,Media & Document Accessibility Software,/categories/media-document-accessibility,1012733,Web Accessibility Software,1
Content Management Systems,Other Digital Accessibility Software,/categories/other-digital-accessibility,2248,Web Accessibility Software,1
Content Management Systems,Website Accessibility Software,/categories/website-accessibility,1366,Web Accessibility Software,1
Content Management Systems,Website Accessibility Plugins Software,/categories/website-accessibility-plugins,2244,Website Accessibility Software,1
Content Management Systems,Web Content Management Software,/categories/web-content-management,51,Content Management Systems,0
Content Management Systems,Website Builder Software,/categories/website-builder,619,Content Management Systems,0
Content Management Systems,Website Change Monitoring Software,/categories/website-change-monitoring,2787,Content Management Systems,0
Content Management Systems,Website Screenshot Software,/categories/website-screenshot,1579,Content Management Systems,0
Content Management Systems,WordPress Management Tools,/categories/wordpress-management-tools,1640,Content Management Systems,0
Customer Service Software,Help Desk Software,/categories/help-desk,58,Customer Service Software,0
Customer Service Software,Live Chat Software,/categories/live-chat,191,Customer Service Software,0
Customer Service Software,Customer Self-Service Software,/categories/customer-self-service,10,Customer Service Software,0
Customer Service Software,Social Customer Service Software,/categories/social-customer-service,479,Customer Service Software,0
Customer Service Software,Appointment Reminder Software,/categories/appointment-reminder,2226,Customer Service Software,0
Customer Service Software,Call & Contact Center Software,/categories/call-contact-center,202,Customer Service Software,0
Customer Service Software,Call Center Infrastructure (CCI) Software,/categories/call-center-infrastructure-cci,35,Call & Contact Center Software,1
Customer Service Software,Contact Center Software,/categories/contact-center,29,Call & Contact Center Software,1
Customer Service Software,Contact Center AI Observability Software,/categories/contact-center-ai-observability,1011578,Call & Contact Center Software,1
Customer Service Software,Contact Center Knowledge Base Software,/categories/contact-center-knowledge-base,1529,Call & Contact Center Software,1
Customer Service Software,Contact Center Quality Assurance Software,/categories/contact-center-quality-assurance,1989,Call & Contact Center Software,1
Customer Service Software,Contact Center Workforce Software,/categories/contact-center-workforce,54,Call & Contact Center Software,1
Customer Service Software,Speech Analytics Software,/categories/speech-analytics,1597,Call & Contact Center Software,1
Customer Service Software,Client Onboarding Software,/categories/client-onboarding,2645,Customer Service Software,0
Customer Service Software,Co-Browsing Software,/categories/co-browsing,2632,Customer Service Software,0
Customer Service Software,Complaint Management Software,/categories/complaint-management,1892,Customer Service Software,0
Customer Service Software,Contact Center Outsourcing Service Providers,/categories/contact-center-outsourcing-services,2328,Customer Service Software,0
Customer Service Software,Contact Center Payments Software,/categories/contact-center-payments,1008733,Customer Service Software,0
Customer Service Software,Conversational Support Software,/categories/conversational-support,1896,Customer Service Software,0
Customer Service Software,Customer Communications Management Software,/categories/customer-communications-management,1886,Customer Service Software,0
Customer Service Software,Customer Education Software,/categories/customer-education,2697,Customer Service Software,0
Customer Service Software,Customer Service Automation Software,/categories/customer-service-automation,1005823,Customer Service Software,0
Customer Service Software,Customer Success Software,/categories/customer-success,351,Customer Service Software,0
Customer Service Software,Digital Customer Service Platforms,/categories/digital-customer-service-platforms,2741,Customer Service Software,0
Customer Service Software,Enterprise Feedback Management Software,/categories/enterprise-feedback-management,32,Customer Service Software,0
Customer Service Software,Experience Management Software,/categories/experience-management,2378,Customer Service Software,0
Customer Service Software,Feedback Analytics Software,/categories/feedback-analytics,2506,Customer Service Software,0
Customer Service Software,Field Service Management Software,/categories/field-service-management,25,Customer Service Software,0
Customer Service Software,Multilingual Customer Support Software,/categories/multilingual-customer-support,1004166,Customer Service Software,0
Customer Service Software,Other Customer Service Software,/categories/other-customer-service,629,Customer Service Software,0
Customer Service Software,Proactive Customer Retention Software,/categories/proactive-customer-retention,1003539,Customer Service Software,0
Customer Service Software,Proactive Notification Software,/categories/proactive-notification,9,Customer Service Software,0
Customer Service Software,Remote Video Support Software,/categories/remote-video-support,1006681,Customer Service Software,0
Data Privacy Software,Consent Management Platforms,/categories/consent-management-platform-cmp,2189,Data Privacy Software,0
Data Privacy Software,Cookie Tracking Software,/categories/cookie-tracking,2187,Data Privacy Software,0
Data Privacy Software,Data Breach Notification Software,/categories/data-breach-notification,2180,Data Privacy Software,0
Data Privacy Software,Data Clean Room Software,/categories/data-clean-room,1003803,Data Privacy Software,0
Data Privacy Software,Data De-Identification Tools,/categories/data-de-identification,2132,Data Privacy Software,0
Data Privacy Software,Data Privacy Management Software,/categories/data-privacy-management,2127,Data Privacy Software,0
Data Privacy Software,Data Subject Access Request (DSAR) Software,/categories/data-subject-access-request-dsar,2171,Data Privacy Software,0
Data Privacy Software,Employee Identity Theft Protection Software,/categories/employee-identity-theft-protection,2330,Data Privacy Software,0
Data Privacy Software,Identity Verification Software,/categories/identity-verification,2118,Data Privacy Software,0
Data Privacy Software,Other Privacy Software,/categories/other-privacy,2119,Data Privacy Software,0
Data Privacy Software,Privacy Impact Assessment (PIA) Software,/categories/privacy-impact-assessment-pia,2172,Data Privacy Software,0
Data Privacy Software,Privacy Policy Generator Software,/categories/privacy-policy-generator,2326,Data Privacy Software,0
Data Privacy Software,Sensitive Data Discovery Software,/categories/sensitive-data-discovery,2262,Data Privacy Software,0
Data Privacy Software,Website Privacy Auditing Tools Software,/categories/website-privacy-auditing-tools,1011875,Data Privacy Software,0
Design Software,Virtual Tour Software,/categories/virtual-tour,343,Design Software,0
Design Software,3D Design Software,/categories/3d-design,575,Design Software,0
Design Software,3D Modeling Software,/categories/3d-modeling,576,3D Design Software,1
Design Software,3D Painting Software,/categories/3d-painting,587,3D Design Software,1
Design Software,3D Rendering Software,/categories/3d-rendering,401,3D Design Software,1
Design Software,Audio Editing Software,/categories/audio-editing,585,Design Software,0
Design Software,Business Music Software,/categories/business-music,1838,Design Software,0
Design Software,Creative Portfolio Management Software,/categories/creative-portfolio-management,1764,Design Software,0
Design Software,Diagramming Software,/categories/diagramming,588,Design Software,0
Design Software,Display Ad Design Software,/categories/display-ad-design,1368,Design Software,0
Design Software,Font Management Software,/categories/font-management,2049,Design Software,0
