branch,name,slug_short,slug,cid,parent,nest,verdict,clause,reason
Customer Service Software,Proactive Notification Software,proactive-notification,/categories/proactive-notification,9,Customer Service Software,0,IN,IN-clause,Triggered outbound customer communication driven by stored customer data; service-desk framing does not change the function.
Data Privacy Software,Data Breach Notification Software,data-breach-notification,/categories/data-breach-notification,2180,Data Privacy Software,0,BOUNDARY,"IN-clause, trigger disputed",Triggered customer communication driven by stored data; compliance-driven rather than commercial.
Development Software,Communication Platform as a Service (cPaaS) Platforms,communication-platform-as-a-service-cpaas,/categories/communication-platform-as-a-service-cpaas,555,Development Software,0,BOUNDARY,BOUNDARY case 2 — delivery infrastructure moving up-stack,Transport without targeting logic is OUT; these categories contain both pure transport and products that have moved into orchestration.
Development Software,Automation Testing Tools,automation-testing-tools,/categories/automation-testing-tools,108,DevOps Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Development Software,Build Automation Software,build-automation,/categories/build-automation,310,CI/CD Tools,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Development Software,Cloud Infrastructure Automation Software,cloud-infrastructure-automation,/categories/cloud-infrastructure-automation,1662,CI/CD Tools,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Development Software,Peer Code Review Software,peer-code-review,/categories/peer-code-review,563,Source Code Management Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Development Software,Geofencing Software,geofencing,/categories/geofencing,1978,Development Software,0,BOUNDARY,"IN-clause, trigger disputed","Location trigger is in scope; many products here are developer toolkits, i.e. infrastructure."
Development Software,Notification Infrastructure Software,notification-infrastructure,/categories/notification-infrastructure,1006946,Development Software,0,BOUNDARY,BOUNDARY case 2 — delivery infrastructure moving up-stack,Transport without targeting logic is OUT; these categories contain both pure transport and products that have moved into orchestration.
Digital Advertising Tech,Audience Data Providers,audience-data-providers,/categories/audience-data-providers,1013891,Digital Advertising Tech,0,OUT,OUT-clause 1 — analytics/BI,Measurement without activation.
Digital Advertising Tech,Connected TV (CTV) Advertising Platforms,connected-tv-ctv-advertising-platforms,/categories/connected-tv-ctv-advertising-platforms,1009394,Digital Advertising Tech,0,OUT,OUT — media buying,"Media placement against audiences, not communication driven by stored customer records."
Digital Advertising Tech,Cross-Channel Advertising Software,cross-channel-advertising,/categories/cross-channel-advertising,289,Digital Advertising Tech,0,BOUNDARY,BOUNDARY — ad-channel outbound,"Outbound and often driven by uploaded customer data, but the channel is an ad exchange and the target is a segment, not a record."
Digital Advertising Tech,Digital Advertising Intelligence Software,digital-advertising-intelligence,/categories/digital-advertising-intelligence,2487,Digital Advertising Tech,0,OUT,OUT-clause 1 — analytics/BI,Measurement without activation.
Digital Advertising Tech,Digital Audio Advertising Software,digital-audio-advertising,/categories/digital-audio-advertising,2497,Digital Advertising Tech,0,OUT,OUT — media buying,"Media placement against audiences, not communication driven by stored customer records."
Digital Advertising Tech,Display Advertising Software,display-advertising,/categories/display-advertising,277,Digital Advertising Tech,0,BOUNDARY,BOUNDARY — ad-channel outbound,"Outbound and often driven by uploaded customer data, but the channel is an ad exchange and the target is a segment, not a record."
Digital Advertising Tech,Mobile Advertising Software,mobile-advertising,/categories/mobile-advertising,278,Digital Advertising Tech,0,BOUNDARY,BOUNDARY — ad-channel outbound,"Outbound and often driven by uploaded customer data, but the channel is an ad exchange and the target is a segment, not a record."
Digital Advertising Tech,Native Advertising Software,native-advertising,/categories/native-advertising,365,Digital Advertising Tech,0,OUT,OUT — media buying,"Media placement against audiences, not communication driven by stored customer records."
Digital Advertising Tech,Other Digital Advertising Software,other-digital-advertising,/categories/other-digital-advertising,288,Digital Advertising Tech,0,OUT,OUT — media buying,"Media placement against audiences, not communication driven by stored customer records."
Digital Advertising Tech,Paid Search Advertising Software,paid-search-advertising,/categories/paid-search-advertising,249,Digital Advertising Tech,0,OUT,OUT — media buying,"Media placement against audiences, not communication driven by stored customer records."
Digital Advertising Tech,Retail Media Advertising Platforms,retail-media-advertising-platforms,/categories/retail-media-advertising-platforms,2549,Digital Advertising Tech,0,BOUNDARY,BOUNDARY — ad-channel outbound,"Outbound and often driven by uploaded customer data, but the channel is an ad exchange and the target is a segment, not a record."
Digital Advertising Tech,Social Media Advertising Software,social-media-advertising,/categories/social-media-advertising,279,Digital Advertising Tech,0,BOUNDARY,BOUNDARY — ad-channel outbound,"Outbound and often driven by uploaded customer data, but the channel is an ad exchange and the target is a segment, not a record."
Digital Advertising Tech,Video Advertising Software,video-advertising,/categories/video-advertising,280,Digital Advertising Tech,0,OUT,OUT — media buying,"Media placement against audiences, not communication driven by stored customer records."
ERP Software,Accounts Payable Automation Software,ap-automation,/categories/ap-automation,1360,Accounting & Finance Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
ERP Software,Professional Services Automation Software,professional-services-automation,/categories/professional-services-automation,156,ERP Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
"Governance, Risk & Compliance Software",Digital Communications Governance Software,digital-communications-governance,/categories/digital-communications-governance,1008037,"Governance, Risk & Compliance Software",0,OUT,OUT — recipient is an employee,Internal communication. The scope is customer communication.
HR Software,Recruitment Marketing Platforms,recruitment-marketing,/categories/recruitment-marketing,790,Talent Acquisition Suites Software,1,BOUNDARY,"IN-clause, recipient disputed","Function matches exactly; the recipient is a candidate, not a customer. See the proposed wording change."
HR Software,Employee Referral Software,employee-referral,/categories/employee-referral,1600,Recruiting Software,1,BOUNDARY,"IN-clause, recipient disputed","Function matches exactly; the recipient is a candidate, not a customer. See the proposed wording change."
HR Software,Programmatic Job Advertising Software,programmatic-job-advertising,/categories/programmatic-job-advertising,2589,Recruiting Software,1,BOUNDARY,"IN-clause, recipient disputed","Function matches exactly; the recipient is a candidate, not a customer. See the proposed wording change."
HR Software,Recruiting Automation Software,recruiting-automation,/categories/recruiting-automation,1241,Recruiting Software,1,BOUNDARY,"IN-clause, recipient disputed","Function matches exactly; the recipient is a candidate, not a customer. See the proposed wording change."
HR Software,Employee Engagement Software,employee-engagement,/categories/employee-engagement,591,Talent Management Software,1,OUT,OUT — recipient is an employee,Internal communication. The scope is customer communication.
HR Software,360 Feedback Software,360-feedback-software,/categories/360-feedback-software,2833,Talent Management Software,1,OUT,OUT — recipient is an employee,Internal communication. The scope is customer communication.
IT Infrastructure Software,Data Warehouse Automation Software,data-warehouse-automation,/categories/data-warehouse-automation,2695,IT Infrastructure Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Email Backup Software,email-backup,/categories/email-backup,1005026,Backup Software,1,OUT,OUT-clause 3 — transport/infrastructure,"Transport, security or authoring without targeting logic."
IT Management Software,Email Archiving Software,email-archiving,/categories/email-archiving,1672,Data Recovery Software,1,OUT,OUT-clause 3 — transport/infrastructure,"Transport, security or authoring without targeting logic."
IT Management Software,IT Resilience Orchestration Automation (ITRO) Software,it-resilience-orchestration-automation-itro,/categories/it-resilience-orchestration-automation-itro,1476,IT Management Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Message Queue (MQ) Software,message-queue-mq,/categories/message-queue-mq,1676,IT Management Software,0,OUT,OUT-clause 3 — transport/infrastructure,"Transport, security or authoring without targeting logic."
IT Management Software,Network Automation Tools,network-automation-tools,/categories/network-automation-tools,1478,IT Management Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Process Automation Software,process-automation,/categories/process-automation,1255,IT Management Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Business Automation Platforms (BAPs),business-automation-platforms-baps,/categories/business-automation-platforms-baps,1009031,Process Automation Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Digital Process Automation (DPA) Software,digital-process-automation-dpa,/categories/digital-process-automation-dpa,1614,Process Automation Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Other Process Automation Software,other-process-automation,/categories/other-process-automation,2550,Process Automation Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Robotic Process Automation (RPA) Software,robotic-process-automation-rpa,/categories/robotic-process-automation-rpa,1206,Process Automation Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Runbook Automation Software,runbook-automation,/categories/runbook-automation,1007574,IT Management Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
IT Management Software,Workload Automation Software,workload-automation,/categories/workload-automation,1375,IT Management Software,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Marketplace Apps,Google Workspace Communication Tools,google-workspace-communication-tools,/categories/google-workspace-communication-tools,1177,Marketplace Apps,0,OUT,OUT — recipient is an employee,Internal communication. The scope is customer communication.
Marketplace Apps,Google Workspace for Marketing Software,google-workspace-for-marketing,/categories/google-workspace-for-marketing,1178,Marketplace Apps,0,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Office Management Software,Emergency Notification Software,emergency-notification,/categories/emergency-notification,258,Office Management Software,0,IN,IN-clause,"Triggered outbound communication to a stored contact population. Non-commercial purpose; the definition is functional, not commercial."
Other Services Providers,Managed Live Chat Providers,managed-live-chat,/categories/managed-live-chat,1322,Other Services Providers,0,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Professional Services Providers,Account-Based Marketing Agencies,account-based-marketing-agencies,/categories/account-based-marketing-agencies,1881,Implementation Services Providers,1,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Professional Services Providers,Robotic Process Automation (RPA) Consultancy Services,robotic-process-automation-rpa-consultancy-services,/categories/robotic-process-automation-rpa-consultancy-services,2649,Professional Services Providers,0,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Professional Services Providers,Shopify Marketing Experts,shopify-marketing-experts,/categories/shopify-marketing-experts,1923,Shopify Consulting Partners,1,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Security and Privacy Services Providers,Email Security Services Providers,email-security-services,/categories/email-security-services,1094,Security and Privacy Services Providers,0,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Staffing Services Providers,Recruitment Marketing Agencies,recruitment-marketing-agencies,/categories/recruitment-marketing-agencies,1404,Staffing Services Providers,0,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Supply Chain & Logistics Software,Warehouse Automation Software,warehouse-automation,/categories/warehouse-automation,1013097,Inventory Management Software,1,OUT,OUT — screen false positive,"Matched the name-level screen on a generic term (automation, notification, messaging, bot) in an unrelated technical context."
Translation Services Providers,Marketing Localization Providers,marketing-localization,/categories/marketing-localization,739,Localization Services,1,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Value-Added Resellers (VARs),Cisco Unified Communications Resellers,cisco-unified-communications-resellers,/categories/cisco-unified-communications-resellers,944,Cisco Channel Partners,1,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Value-Added Resellers (VARs),Infor CRM Resellers,infor-crm-resellers,/categories/infor-crm-resellers,996,Infor Channel Partners,1,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Value-Added Resellers (VARs),Sage CRM Resellers,sage-crm-resellers,/categories/sage-crm-resellers,971,Sage Channel Partners,1,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Value-Added Resellers (VARs),Unified Communication VARs Providers,unified-communication-vars,/categories/unified-communication-vars,2263,Value-Added Resellers (VARs),0,SERVICES,n/a — not software,"G2 catalogues this as a service provider, not a product. Competitor class 3/4 — see the amendment-2 contradiction in the document."
Vertical Industry Software,Alumni Management Software,alumni-management,/categories/alumni-management,1351,Vertical Industry Software,0,BOUNDARY,"IN-clause, recipient disputed",Same function; recipient is an alumnus or donor.
Vertical Industry Software,Automotive Marketing Software,automotive-marketing,/categories/automotive-marketing,1766,Automotive Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Construction CRM Software,construction-crm,/categories/construction-crm,2346,Construction Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,Classroom Messaging Software,classroom-messaging,/categories/classroom-messaging,1569,Education Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Financial Services CRM Software,financial-services-crm,/categories/financial-services-crm,1618,Financial Services Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,Mortgage CRM Software,mortgage-crm,/categories/mortgage-crm,1541,Loan Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,AI Patient Engagement & Operations Software,ai-patient-engagement-operations,/categories/ai-patient-engagement-operations,1013328,Health Care Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Clinical Communication and Collaboration Software,clinical-communication-and-collaboration,/categories/clinical-communication-and-collaboration,1470,Health Care Operations Software,1,OUT,OUT — recipient is an employee,Internal communication. The scope is customer communication.
Vertical Industry Software,Referral Management Software,referral-management,/categories/referral-management,1763,Health Care Operations Software,1,OUT,OUT — different job,"Commerce, billing or workflow function; not customer-communication orchestration."
Vertical Industry Software,HIPAA Compliant Messaging Software,hipaa-compliant-messaging,/categories/hipaa-compliant-messaging,1617,Health Care Software,1,BOUNDARY,IN/OUT undecidable,Category name does not say whether the messaging is clinician-to-patient (IN) or clinician-to-clinician (OUT).
Vertical Industry Software,Patient Engagement Software,patient-engagement,/categories/patient-engagement,1651,Patient Experience Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Guest Messaging Software,guest-messaging,/categories/guest-messaging,1359,Hotel Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Restaurant Marketing Tools Software,restaurant-marketing-tools,/categories/restaurant-marketing-tools,1013130,Restaurant Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Insurance CRM Software,insurance-crm,/categories/insurance-crm,1012502,Insurance Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,Legal CRM Software,legal-crm,/categories/legal-crm,1010055,Legal Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,Legal Workflow Automation Software,legal-workflow-automation,/categories/legal-workflow-automation,1013594,Legal Software,1,OUT,OUT — different job,"Commerce, billing or workflow function; not customer-communication orchestration."
Vertical Industry Software,Donor Management Software,donor-management,/categories/donor-management,483,Nonprofit Software,1,BOUNDARY,"IN-clause, recipient disputed",Same function; recipient is an alumnus or donor.
Vertical Industry Software,Donor Prospect Research Software,donor-prospect-research,/categories/donor-prospect-research,486,Nonprofit Software,1,OUT,OUT-clause 1 — analytics/BI,Measurement without activation.
Vertical Industry Software,Fundraising Software,fundraising,/categories/fundraising,398,Nonprofit Software,1,BOUNDARY,"IN-clause, recipient disputed",Same function; recipient is an alumnus or donor.
Vertical Industry Software,Nonprofit CRM Software,nonprofit-crm,/categories/nonprofit-crm,482,Nonprofit Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,Political Campaign Software,political-campaign,/categories/political-campaign,426,Political Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Citizen Engagement Software,citizen-engagement,/categories/citizen-engagement,2439,Public Sector Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Real Estate CRM Software,real-estate-crm,/categories/real-estate-crm,339,Real Estate Software,1,BOUNDARY,BOUNDARY case 1 — CRM suite carrying a campaign module,Pipeline CRM is explicitly OUT; the same product may carry campaign orchestration. Undecidable from the category name — needs the source's inclusion criteria.
Vertical Industry Software,Real Estate Marketing Software,real-estate-marketing,/categories/real-estate-marketing,340,Real Estate Software,1,IN,IN-clause + vertical instance,Vertical-specific instance of the same job under a local name — explicitly in scope.
Vertical Industry Software,Sports Marketing Intelligence Software,sports-marketing-intelligence,/categories/sports-marketing-intelligence,2453,Sports Software,1,OUT,OUT-clause 1 — analytics/BI,Measurement without activation.
